,age,fnlwgt,educational-num,capital-gain,capital-loss,hours-per-week
19224,28,107218,13,0,0,20
19225,17,182070,7,0,0,16
19226,31,176360,9,0,0,40
19227,31,452405,1,0,0,35
19228,18,297396,9,0,0,10
19229,45,84790,13,0,0,55
19230,31,186787,9,0,0,42
19231,27,169662,13,0,0,42
19232,48,125933,10,0,1669,38
19233,22,35448,9,0,0,22
19234,34,225548,13,0,0,30
19235,26,240842,9,0,0,40
19236,53,103931,10,0,0,40
19237,60,232618,13,0,0,35
19238,49,288548,14,0,0,50
19239,40,220609,10,0,0,40
19240,48,26145,6,0,0,80
19241,23,268525,13,0,0,50
19242,68,133758,4,0,0,10
19243,42,121264,11,0,0,40
19244,37,29814,9,0,0,85
19245,27,193701,9,0,0,45
19246,38,183279,10,0,0,44
19247,27,163942,9,0,0,35
19248,75,188612,9,0,0,40
19249,49,102771,13,0,0,52
19250,27,85625,10,0,0,20
19251,36,245090,13,0,0,50
19252,36,131239,13,3103,0,45
19253,35,182074,9,0,0,35
19254,36,187046,9,0,0,40
19255,53,90624,7,0,0,40
19256,27,37933,10,0,0,40
19257,34,182177,9,3325,0,35
19258,61,716416,10,0,0,44
19259,29,190562,9,0,0,56
19260,40,141583,10,0,0,35
19261,37,98941,14,0,0,40
19262,22,201729,5,0,0,30
19263,43,175485,10,0,0,40
19264,55,149168,9,0,0,30
19265,28,115971,10,0,0,40
19266,23,161708,13,0,0,30
19267,64,244903,7,0,0,40
19268,46,155664,10,0,0,40
19269,29,112754,10,0,0,40
19270,44,178385,14,0,0,48
19271,20,44064,10,0,0,25
19272,62,120939,10,0,0,40
19273,49,165134,11,0,0,35
19274,29,100405,6,0,0,40
19275,35,361888,13,0,0,60
19276,39,167864,7,0,0,30
19277,39,202950,13,0,0,45
19278,37,218188,9,0,0,32
19279,38,234962,9,2829,0,30
19280,72,177226,9,0,0,8
19281,31,259931,4,0,0,40
19282,55,189528,4,0,0,60
19283,38,34996,10,0,0,40
19284,33,112584,10,0,0,25
19285,25,117589,12,0,0,40
19286,19,145234,10,0,0,30
19287,37,267086,11,0,0,52
19288,49,44434,10,0,0,35
19289,26,96130,9,0,0,40
19290,35,181382,9,0,0,43
19291,44,168845,9,0,0,60
19292,37,271767,14,0,0,45
19293,42,194636,13,0,0,45
19294,64,194894,16,4787,0,40
19295,28,132686,9,0,0,40
19296,35,185848,9,4650,0,50
19297,40,184378,13,0,0,40
19298,55,270859,13,0,0,40
19299,21,231866,9,0,0,65
19300,49,36032,10,0,0,40
19301,51,172962,16,0,0,40
19302,57,98350,15,0,1902,40
19303,51,24185,13,0,0,40
19304,38,53930,6,0,0,40
19305,24,85088,9,0,1762,32
19306,45,94962,9,0,0,40
19307,28,480861,9,0,0,45
19308,42,187702,15,0,2415,60
19309,22,52262,10,0,0,40
19310,28,52636,14,0,0,40
19311,60,175273,9,0,0,40
19312,31,327825,9,0,2238,40
19313,47,125892,10,0,0,75
19314,40,78255,9,0,0,25
19315,30,398827,9,0,0,60
19316,61,208919,14,0,0,60
19317,71,365996,13,0,0,6
19318,42,307638,9,0,0,40
19319,44,33068,8,0,0,55
19320,46,254291,10,0,0,60
19321,50,125417,15,0,0,52
19322,27,28848,13,0,0,9
19323,40,273425,11,0,0,15
19324,21,194723,10,0,0,40
19325,25,195118,9,0,0,35
19326,61,123273,3,0,1876,56
19327,54,220115,10,0,0,30
19328,31,265706,13,0,0,40
19329,53,279129,10,0,0,30
19330,39,122742,12,15024,0,55
19331,57,172654,15,15024,0,50
19332,48,119199,13,0,0,44
19333,30,107793,10,0,0,56
19334,35,237943,9,0,0,60
19335,42,64632,9,0,0,50
19336,34,96245,9,0,0,40
19337,59,361494,9,0,0,40
19338,69,122850,6,0,0,20
19339,29,173652,10,0,0,40
19340,40,164663,9,0,0,40
19341,21,98678,10,0,0,15
19342,40,245529,12,0,0,40
19343,43,55294,10,0,0,40
19344,36,140583,9,0,0,40
19345,41,79797,9,0,0,40
19346,72,113044,9,0,0,30
19347,20,283499,10,0,0,30
19348,41,51111,13,0,0,40
19349,34,232475,10,0,0,50
19350,48,176140,7,0,0,40
19351,27,301654,9,0,0,40
19352,35,376455,10,15024,0,60
19353,28,192569,9,0,0,40
19354,27,229803,9,0,0,40
19355,20,337639,10,0,0,40
19356,18,130849,10,0,0,15
19357,32,296282,13,0,0,40
19358,38,266645,14,0,0,60
19359,23,110128,10,0,0,40
19360,28,90196,13,0,0,45
19361,40,40024,15,0,0,38
19362,35,144322,9,0,0,40
19363,74,162340,10,0,0,40
19364,28,169069,9,0,0,40
19365,23,113601,10,0,0,30
19366,20,157145,10,0,2258,10
19367,44,111275,9,0,0,56
19368,46,102076,9,0,0,25
19369,20,182117,10,0,0,40
19370,51,145409,13,15024,0,50
19371,40,190122,10,0,0,40
19372,48,331482,15,0,1977,40
19373,60,170114,5,0,1672,84
19374,48,193188,13,0,0,40
19375,46,267588,13,0,0,70
19376,48,200471,13,0,0,40
19377,22,175586,9,0,0,35
19378,24,322658,13,0,0,40
19379,45,263982,10,0,0,40
19380,18,266287,8,0,0,35
19381,39,278187,9,0,0,40
19382,65,81413,9,0,2352,65
19383,22,221745,10,0,0,40
19384,20,140764,10,0,0,20
19385,28,206351,10,0,0,40
19386,46,176814,15,99999,0,50
19387,42,245307,13,0,1977,48
19388,61,124971,16,0,0,40
19389,28,119545,10,7688,0,50
19390,18,179203,10,0,0,20
19391,24,44075,13,0,0,40
19392,45,178319,16,0,0,56
19393,24,219754,9,0,0,40
19394,44,198316,13,15024,0,50
19395,20,168165,10,0,0,30
19396,35,356838,10,2829,0,55
19397,52,210736,13,0,0,60
19398,25,173212,12,2354,0,45
19399,19,130431,3,0,0,36
19400,35,169809,13,0,0,20
19401,54,197481,10,0,0,40
19402,21,155066,10,0,0,40
19403,26,31290,9,0,0,40
19404,42,54102,11,0,0,40
19405,19,181546,10,0,0,40
19406,55,153484,14,0,1977,50
19407,44,351228,9,0,0,40
19408,25,131976,13,0,0,55
19409,26,200639,10,0,0,40
19410,64,267546,12,0,0,40
19411,41,179875,7,0,0,40
19412,25,237865,10,0,0,40
19413,43,300528,10,0,0,40
19414,45,67716,9,10520,0,48
19415,48,326048,13,0,0,44
19416,60,191188,9,0,0,40
19417,45,32172,10,0,0,50
19418,51,252903,6,0,1977,40
19419,37,334314,9,0,0,40
19420,22,83704,10,0,0,30
19421,44,160574,9,0,0,65
19422,27,203776,9,0,0,50
19423,47,328610,9,0,0,40
19424,32,295589,14,0,1977,40
19425,40,174373,13,0,0,50
19426,41,247752,9,0,0,40
19427,32,199244,6,0,0,40
19428,26,139992,13,0,0,40
19429,47,95680,10,0,0,40
19430,55,189933,9,0,0,45
19431,38,498785,9,0,0,40
19432,24,177526,13,0,0,15
19433,64,150121,16,0,0,25
19434,56,130454,13,0,0,40
19435,41,119079,9,0,0,49
19436,33,220939,9,7298,0,45
19437,33,94235,15,0,0,42
19438,21,305874,10,0,0,40
19439,59,62020,9,0,0,40
19440,58,235624,11,0,0,40
19441,43,247514,14,0,0,40
19442,21,275726,9,0,0,40
19443,45,72896,9,0,0,40
19444,53,110510,9,0,0,50
19445,41,173938,15,0,0,50
19446,27,200641,6,0,0,40
19447,53,211654,10,0,0,50
19448,38,242720,14,0,0,35
19449,31,111567,13,0,0,70
19450,41,179533,9,0,0,35
19451,22,334693,10,0,0,40
19452,43,198096,14,0,0,60
19453,41,355756,10,0,0,40
19454,27,19395,10,0,0,35
19455,41,242586,10,0,0,40
19456,36,208358,15,99999,0,45
19457,49,160647,13,0,0,40
19458,20,227943,9,0,0,45
19459,58,197665,9,0,0,45
19460,35,216129,8,0,0,40
19461,30,326104,9,0,0,40
19462,21,57211,9,0,0,40
19463,29,100219,12,0,0,45
19464,40,291192,9,0,0,40
19465,54,93415,13,0,0,40
19466,35,191502,13,0,0,60
19467,35,261382,13,0,0,50
19468,40,170230,13,0,0,40
19469,59,374924,9,0,0,40
19470,43,320984,10,0,0,50
19471,39,338320,6,0,0,60
19472,51,135190,4,0,0,30
19473,71,157909,10,2964,0,60
19474,33,637222,8,0,0,40
19475,28,430084,9,0,0,35
19476,30,125279,9,0,0,40
19477,20,221955,3,0,0,40
19478,51,180195,9,0,0,50
19479,39,208778,9,0,0,40
19480,62,81534,10,0,0,40
19481,37,325538,9,0,0,60
19482,28,142264,5,0,0,50
19483,23,128604,9,0,0,48
19484,39,277886,13,0,0,30
19485,50,100029,13,0,0,65
19486,31,169269,4,0,0,40
19487,45,160472,13,0,1977,50
19488,23,123983,13,0,0,40
19489,47,297884,6,0,0,40
19490,59,99131,9,0,0,18
19491,32,44392,12,0,0,40
19492,82,29441,4,0,0,5
19493,49,199029,13,0,2415,55
19494,74,181508,9,0,0,17
19495,22,190625,10,0,0,35
19496,32,194740,10,0,0,55
19497,34,27380,13,0,0,50
19498,59,160631,13,0,0,60
19499,36,224531,13,0,0,50
19500,59,283005,7,0,0,40
19501,47,101926,13,0,0,70
19502,53,135102,9,0,2002,45
19503,25,113436,10,0,0,35
19504,44,248973,13,0,0,65
19505,57,225334,15,15024,0,35
19506,42,157562,13,0,1902,80
19507,58,310085,6,0,0,40
19508,39,129597,13,3464,0,40
19509,32,53042,9,0,0,40
19510,45,204205,4,0,0,48
19511,47,169324,13,0,0,35
19512,52,134447,10,0,0,50
19513,56,236731,2,0,0,25
19514,52,141301,9,0,0,40
19515,34,235124,9,0,0,35
19516,36,367020,4,0,0,35
19517,41,149102,9,0,0,40
19518,30,423770,10,0,0,40
19519,44,211759,13,0,0,40
19520,17,110998,10,0,0,40
19521,34,56883,10,0,0,40
19522,41,223062,10,0,0,40
19523,29,406662,9,0,0,40
19524,25,206600,5,0,0,48
19525,42,147510,13,0,0,40
19526,48,235646,10,3103,0,40
19527,26,187577,11,0,0,55
19528,64,132832,9,20051,0,40
19529,46,278322,13,0,0,45
19530,38,278924,13,0,1887,50
19531,49,203039,7,0,0,40
19532,23,145651,10,0,0,20
19533,46,144531,13,0,0,40
19534,30,91145,9,0,0,55
19535,49,211762,9,0,0,40
19536,47,111563,11,0,0,40
19537,44,180985,13,0,0,50
19538,31,207537,9,0,1669,50
19539,19,417657,9,0,0,50
19540,45,189890,12,5455,0,38
19541,34,223212,13,0,1848,40
19542,26,108658,9,0,0,40
19543,38,190023,9,0,0,40
19544,31,222130,10,0,0,43
19545,36,164866,12,0,0,50
19546,31,170983,13,0,0,60
19547,30,186269,13,0,0,40
19548,37,286026,9,0,0,40
19549,30,403433,13,0,0,50
19550,21,224209,9,0,0,30
19551,73,123160,6,0,0,10
19552,38,99527,14,0,0,40
19553,30,123178,6,0,0,50
19554,33,231043,9,0,0,50
19555,52,317733,13,7688,0,40
19556,58,241056,10,0,0,46
19557,34,220066,14,0,0,50
19558,35,180342,9,0,0,40
19559,59,31840,9,0,0,40
19560,45,183168,13,0,0,40
19561,27,386036,10,0,0,48
19562,31,446358,16,0,0,50
19563,45,28035,10,0,0,50
19564,40,282155,9,0,0,25
19565,27,192384,15,0,0,40
19566,19,383637,9,0,0,20
19567,29,457402,3,0,0,25
19568,34,80249,10,0,0,72
19569,32,159537,12,0,0,40
19570,49,240859,7,0,0,40
19571,33,83446,7,0,0,40
19572,74,29866,4,0,0,2
19573,62,185503,13,0,0,50
19574,39,68781,9,0,0,40
19575,43,220589,9,0,0,40
19576,22,51136,10,0,0,60
19577,24,54560,9,0,0,45
19578,76,28221,9,0,0,40
19579,25,201413,10,0,0,40
19580,19,40425,10,0,0,28
19581,31,189461,12,0,0,41
19582,53,200576,7,0,0,40
19583,61,92691,9,0,0,3
19584,47,664821,13,0,0,40
19585,37,175130,9,0,0,45
19586,50,391016,13,0,0,30
19587,27,249315,10,0,0,44
19588,58,111169,9,0,0,40
19589,43,334946,9,0,0,40
19590,39,352248,12,0,0,40
19591,36,173804,10,0,0,35
19592,56,155449,13,0,0,50
19593,26,73689,9,0,0,55
19594,23,227594,13,0,0,38
19595,47,161676,7,0,0,40
19596,68,75913,8,0,0,30
19597,47,242552,10,0,0,40
19598,45,352094,10,7688,0,40
19599,26,159732,10,0,0,60
19600,20,131230,9,0,1590,40
19601,46,180695,10,0,0,40
19602,37,189922,12,0,0,50
19603,37,409189,10,0,0,45
19604,43,111252,10,0,0,42
19605,59,294395,14,0,0,40
19606,39,172718,9,0,0,40
19607,32,43403,10,0,1590,54
19608,63,111963,10,0,0,16
19609,45,247869,13,0,0,60
19610,59,114032,13,0,0,40
19611,36,356838,8,0,0,35
19612,26,179633,9,0,0,40
19613,34,19847,9,0,0,40
19614,41,231689,9,0,0,40
19615,26,209942,9,0,0,40
19616,53,197492,9,0,0,40
19617,33,262439,9,0,0,35
19618,46,283037,13,0,0,50
19619,79,144533,9,0,0,30
19620,31,83446,9,0,0,40
19621,24,215443,9,0,0,40
19622,57,268252,9,0,0,62
19623,40,181015,9,0,0,47
19624,41,139916,11,0,2179,84
19625,20,195770,10,0,0,26
19626,45,125194,7,0,0,40
19627,27,58654,11,0,0,40
19628,36,252327,3,0,0,40
19629,30,116508,9,0,0,40
19630,36,166988,13,0,0,40
19631,25,374163,9,0,0,40
19632,30,96851,10,0,1719,25
19633,31,196788,9,0,0,40
19634,49,186172,9,7688,0,45
19635,26,245628,7,0,0,20
19636,25,159732,13,0,0,40
19637,29,129856,11,0,0,40
19638,24,182812,10,3325,0,52
19639,41,314322,9,0,0,40
19640,35,102976,14,0,0,40
19641,57,42959,13,0,0,40
19642,21,256356,7,0,0,40
19643,29,136277,6,0,0,32
19644,36,284616,10,0,0,40
19645,20,185554,10,0,0,25
19646,51,138847,13,0,0,40
19647,39,33487,7,0,0,40
19648,36,84306,13,5013,0,50
19649,40,223881,15,99999,0,70
19650,61,149653,9,0,0,50
19651,38,348739,15,0,0,60
19652,20,235442,10,0,0,35
19653,21,34506,9,0,0,35
19654,40,346964,9,0,0,40
19655,46,192208,6,0,0,45
19656,21,305874,10,0,0,54
19657,35,462890,6,0,0,50
19658,39,89508,13,0,0,40
19659,38,200153,9,0,0,60
19660,30,179446,9,0,0,40
19661,28,208965,5,0,0,40
19662,32,40142,13,0,0,40
19663,46,57452,11,0,0,40
19664,40,327573,11,0,0,40
19665,47,151267,9,15024,0,40
19666,44,265266,6,0,0,40
19667,38,203836,9,3464,0,40
19668,51,163998,9,0,0,20
19669,46,28281,13,0,0,40
19670,51,293196,16,15024,0,60
19671,45,214627,16,15020,0,40
19672,20,368852,10,0,0,20
19673,44,353396,13,0,0,45
19674,33,161745,11,0,0,45
19675,18,97963,9,0,0,30
19676,61,156542,15,0,0,40
19677,50,198103,13,0,0,40
19678,47,55377,9,0,0,40
19679,34,173730,13,0,0,50
19680,53,374588,9,0,0,60
19681,39,174330,10,0,0,40
19682,58,78141,9,0,0,40
19683,66,190324,9,0,0,18
19684,26,31350,7,0,0,50
19685,41,243607,3,0,0,40
19686,47,134671,10,0,0,40
19687,31,197023,11,0,0,40
19688,52,117674,10,0,0,40
19689,29,169815,12,0,0,50
19690,43,598606,5,0,0,50
19691,42,122861,14,0,0,40
19692,35,166235,10,0,0,30
19693,41,187821,9,2885,0,40
19694,34,340940,13,7298,0,60
19695,52,194791,10,0,0,40
19696,61,231323,10,0,0,40
19697,39,305597,9,0,0,40
19698,19,25429,10,0,0,25
19699,46,192779,13,7688,0,40
19700,39,346478,10,0,0,45
19701,22,341368,10,0,0,50
19702,30,295612,9,0,0,40
19703,40,168936,11,0,0,32
19704,43,218558,13,3325,0,40
19705,37,336598,3,0,0,36
19706,23,308205,12,0,0,20
19707,39,357173,12,0,0,59
19708,54,457237,14,0,0,40
19709,46,284799,10,0,0,60
19710,20,179423,10,0,0,40
19711,50,363405,13,0,0,50
19712,17,139183,6,0,0,15
19713,36,203482,9,0,0,40
19714,37,112554,9,0,0,45
19715,53,99476,9,0,0,38
19716,50,93690,9,0,0,40
19717,38,220585,9,0,0,40
19718,63,194638,9,0,0,32
19719,53,154785,9,0,0,50
19720,40,162108,13,0,0,50
19721,23,214542,10,0,0,50
19722,20,161922,9,0,0,43
19723,46,207940,10,0,0,40
19724,28,259351,6,0,0,40
19725,59,208395,14,0,0,50
19726,41,116391,13,0,0,40
19727,33,239781,1,0,0,40
19728,56,174351,8,0,0,40
19729,50,44368,9,15024,0,55
19730,31,188798,13,0,0,50
19731,41,50122,11,0,0,50
19732,38,111398,13,7688,0,40
19733,25,152035,12,0,0,40
19734,18,139003,9,0,0,12
19735,49,249289,13,0,0,40
19736,39,257726,10,0,0,40
19737,22,113175,10,0,0,20
19738,21,151158,10,0,0,25
19739,35,465326,13,0,0,40
19740,21,356772,9,0,0,40
19741,38,364782,9,0,0,40
19742,55,198385,4,0,0,20
19743,31,329301,9,0,0,55
19744,17,254859,7,0,0,20
19745,31,203488,13,7298,0,50
19746,25,222800,13,0,0,40
19747,39,96452,14,0,0,55
19748,50,170050,4,0,0,40
19749,38,116580,13,0,0,20
19750,50,400004,10,0,0,60
19751,63,183608,6,0,0,40
19752,31,194055,9,0,0,50
19753,23,210443,13,0,0,40
19754,18,43272,10,0,0,20
19755,43,108945,13,0,0,48
19756,34,114691,10,0,0,50
19757,18,304169,7,0,0,35
19758,46,503923,9,4386,0,40
19759,35,340428,13,0,0,40
19760,46,106705,14,0,0,38
19761,59,146391,11,7298,0,40
19762,31,235389,4,0,0,30
19763,27,39665,9,0,0,37
19764,41,113823,14,0,0,40
19765,42,217826,9,0,0,40
19766,55,349304,13,0,0,40
19767,34,197688,9,0,0,40
19768,44,54507,9,0,0,40
19769,26,117833,13,0,1669,50
19770,36,163396,11,0,0,40
19771,69,88566,5,1424,0,35
19772,33,323619,10,0,0,40
19773,30,75755,11,0,0,40
19774,35,148903,9,0,0,16
19775,25,40915,13,0,0,40
19776,21,182606,10,0,0,40
19777,18,131033,7,0,0,15
19778,35,168475,10,0,0,60
19779,20,121568,9,0,0,50
19780,26,139098,14,5013,0,40
19781,46,357338,13,0,0,40
19782,31,283268,13,0,0,36
19783,40,572751,15,5178,0,40
19784,40,315321,9,0,625,52
19785,31,120461,13,0,0,40
19786,32,65278,16,0,0,40
19787,23,208503,10,0,0,40
19788,25,112835,14,0,0,40
19789,37,265038,10,0,0,50
19790,18,89478,10,0,0,20
19791,55,276229,9,0,0,38
19792,52,366232,5,0,0,40
19793,26,152035,9,0,0,40
19794,37,205339,10,0,0,40
19795,39,75995,9,0,0,45
19796,62,192236,13,0,0,40
19797,19,188618,10,0,0,25
19798,47,229737,9,0,0,45
19799,51,199688,13,0,0,40
19800,55,52953,9,0,0,40
19801,30,221043,9,0,0,35
19802,59,115389,10,0,0,36
19803,45,204205,6,0,0,65
19804,52,338816,10,15024,0,45
19805,21,197387,9,0,0,20
19806,31,42485,9,0,0,55
19807,29,367706,10,0,0,40
19808,24,102493,9,0,0,40
19809,17,263746,6,0,0,24
19810,47,115358,9,0,0,40
19811,46,189680,10,0,0,50
19812,32,282622,9,0,0,28
19813,34,127651,6,0,0,44
19814,63,230823,8,0,0,40
19815,21,300812,10,0,0,25
19816,18,174732,9,0,0,36
19817,49,183710,16,0,0,50
19818,81,137018,9,0,0,20
19819,36,213008,12,0,0,40
19820,47,357848,9,0,0,40
19821,36,165799,14,0,0,50
19822,39,188571,11,0,0,60
19823,46,97883,13,0,0,35
19824,43,105862,10,0,1902,40
19825,39,57424,13,0,0,35
19826,29,151476,10,0,0,40
19827,23,129583,9,0,0,16
19828,57,180920,6,0,0,43
19829,38,182416,9,0,0,42
19830,25,251915,13,0,0,40
19831,39,187127,10,0,0,40
19832,24,69045,10,0,0,40
19833,56,192869,14,0,1977,44
19834,39,74163,8,0,0,40
19835,23,60847,11,0,0,60
19836,17,213055,7,0,0,20
19837,67,116057,9,3273,0,16
19838,41,82393,13,0,0,50
19839,24,134181,13,0,0,50
19840,51,159910,13,10520,0,40
19841,30,117570,9,0,0,60
19842,47,214169,9,15024,0,40
19843,56,56331,9,0,0,32
19844,51,35576,9,0,0,38
19845,57,149168,10,0,0,55
19846,34,157165,10,0,0,40
19847,24,278130,13,0,0,40
19848,57,257200,9,0,0,40
19849,38,283122,9,0,0,40
19850,23,580248,9,0,0,40
19851,35,230054,4,0,0,40
19852,58,519006,9,0,0,52
19853,19,37332,9,1055,0,12
19854,19,365871,4,0,0,40
19855,68,235882,16,0,2377,60
19856,43,336513,10,0,1902,40
19857,17,115551,7,0,0,20
19858,53,50048,16,7688,0,50
19859,37,382802,16,0,0,99
19860,21,180303,13,0,0,25
19861,63,106023,9,0,0,40
19862,31,332379,10,0,0,50
19863,29,95465,9,0,0,40
19864,43,96102,10,0,1887,40
19865,27,36440,15,0,0,65
19866,25,209384,9,0,0,32
19867,28,50814,9,0,0,40
19868,54,143865,9,0,0,35
19869,74,104661,10,0,0,12
19870,31,50442,10,0,0,32
19871,23,236601,10,0,0,48
19872,19,100999,13,0,0,30
19873,39,362685,1,0,0,20
19874,61,32423,9,22040,0,40
19875,59,154236,9,7688,0,40
19876,27,153546,11,0,0,36
19877,19,182355,10,0,0,20
19878,23,191444,9,0,0,40
19879,25,44216,9,0,0,35
19880,40,97688,10,0,0,48
19881,53,209022,7,0,0,37
19882,32,96016,13,0,0,45
19883,72,52138,16,0,2392,25
19884,61,159046,4,0,0,40
19885,42,138634,9,0,0,40
19886,17,130125,6,1055,0,20
19887,73,247355,9,0,0,16
19888,41,227065,10,0,0,40
19889,23,244771,10,0,0,20
19890,23,215616,9,0,0,40
19891,65,386672,11,0,0,15
19892,45,177543,9,0,0,50
19893,52,617021,13,7688,0,40
19894,24,117109,13,0,0,27
19895,23,373550,11,0,0,40
19896,30,19847,10,0,0,40
19897,26,189590,13,0,0,40
19898,37,58343,9,0,0,56
19899,17,354201,9,0,0,40
19900,31,119422,9,0,0,40
19901,52,363405,9,0,0,40
19902,63,181863,13,0,0,27
19903,27,194472,9,0,0,60
19904,31,247328,5,3137,0,40
19905,71,130731,9,0,0,35
19906,35,236910,13,0,0,60
19907,44,378251,9,0,0,38
19908,36,120760,14,0,0,40
19909,22,203182,13,0,0,20
19910,32,130304,9,0,1485,48
19911,30,352542,13,0,0,40
19912,60,191024,9,0,0,40
19913,25,197728,10,0,0,40
19914,76,316185,4,0,0,12
19915,41,89226,9,0,0,40
19916,26,292353,4,0,0,40
19917,45,304570,8,0,0,40
19918,32,180296,10,0,0,40
19919,22,361487,9,0,0,40
19920,39,218490,13,0,1848,40
19921,63,231777,13,0,0,40
19922,23,189832,12,0,0,40
19923,61,232308,6,0,0,40
19924,31,33308,11,0,0,40
19925,25,333677,5,0,0,45
19926,33,170651,9,1055,0,40
19927,39,343403,9,0,0,36
19928,53,166386,13,0,0,40
19929,26,48099,13,0,0,40
19930,21,143062,10,0,0,32
19931,18,104704,9,0,0,40
19932,34,30497,13,15024,0,60
19933,44,174325,14,7688,0,40
19934,31,286675,9,0,0,50
19935,44,59474,9,0,0,40
19936,42,378384,15,0,1902,60
19937,43,245842,9,0,0,44
19938,33,274222,13,7688,0,38
19939,21,342575,10,0,0,30
19940,30,206051,9,0,0,40
19941,55,234213,9,0,0,60
19942,57,145189,10,0,0,40
19943,37,233490,9,0,0,50
19944,32,344129,9,0,0,40
19945,62,171315,13,0,0,60
19946,31,181485,13,0,0,40
19947,51,255412,13,0,0,50
19948,37,262409,14,0,213,45
19949,45,199590,3,0,0,38
19950,47,84726,10,0,0,40
19951,31,226883,9,0,0,75
19952,75,184335,7,0,0,30
19953,43,102025,14,0,0,50
19954,39,183898,12,7688,0,60
19955,30,55291,13,0,0,40
19956,27,150025,3,0,0,40
19957,44,100584,9,0,0,40
19958,53,181755,14,0,0,35
19959,40,150528,13,0,0,40
19960,18,107277,7,0,0,20
19961,33,247205,13,0,0,40
19962,20,291979,9,0,0,40
19963,38,270985,10,0,0,50
19964,48,62605,9,0,0,35
19965,46,176863,9,0,0,40
19966,51,53197,9,0,0,40
19967,35,267776,9,0,0,30
19968,24,308205,4,0,0,40
19969,30,306383,10,0,0,50
19970,70,35494,9,0,0,30
19971,26,291968,9,0,0,44
19972,34,80933,9,0,1672,40
19973,46,271828,9,0,0,40
19974,70,121993,9,0,0,5
19975,37,31023,10,0,0,40
19976,36,36425,10,0,0,35
19977,23,407684,5,0,0,40
19978,28,241895,9,0,1628,40
19979,44,158555,10,0,0,50
19980,58,140363,9,3325,0,30
19981,53,123429,10,0,0,60
19982,23,40060,10,0,0,40
19983,26,290286,9,0,0,40
19984,21,249271,10,0,0,40
19985,34,106169,14,0,0,50
19986,43,76487,7,0,0,40
19987,22,437994,10,0,0,20
19988,41,113555,10,7298,0,50
19989,36,160120,9,0,0,40
19990,41,343079,13,0,1740,20
19991,27,406662,9,4416,0,40
19992,42,37618,10,0,0,60
19993,27,114158,11,0,0,35
19994,41,115562,9,0,0,40
19995,32,353994,13,0,0,40
19996,21,344891,10,0,0,20
19997,44,286750,13,0,0,50
19998,29,194197,13,0,0,40
19999,19,206599,10,0,0,22
20000,21,596776,10,0,0,40
20001,46,56841,9,0,0,40
20002,38,112561,13,0,0,55
20003,43,147110,10,0,0,48
20004,54,175339,9,0,0,50
20005,38,234901,14,0,1977,60
20006,18,298133,10,0,0,40
20007,50,217083,9,0,0,40
20008,30,97757,11,0,0,36
20009,30,151868,5,0,0,40
20010,28,25864,9,0,0,35
20011,26,109419,11,0,0,45
20012,37,203070,10,0,0,43
20013,32,107843,9,5178,0,50
20014,64,264544,14,0,0,5
20015,18,148644,9,0,0,28
20016,30,125762,10,0,0,30
20017,36,53606,11,3908,0,8
20018,18,193741,7,0,0,30
20019,27,588905,9,0,0,40
20020,49,115613,5,0,0,40
20021,46,222374,9,0,0,43
20022,37,185359,9,0,0,40
20023,30,173647,10,0,0,40
20024,29,31166,9,0,0,30
20025,22,517995,9,0,0,40
20026,25,189027,9,0,0,30
20027,38,296125,9,0,0,30
20028,32,640383,13,0,0,40
20029,35,334291,10,0,0,50
20030,56,318450,14,0,0,80
20031,29,174163,10,0,0,40
20032,41,119721,9,0,0,40
20033,47,142719,9,0,0,40
20034,23,162593,13,0,0,40
20035,46,236852,13,0,0,45
20036,28,154863,9,0,1876,40
20037,39,168894,13,0,0,20
20038,42,344920,10,0,0,50
20039,39,33355,9,7298,0,48
20040,68,196782,4,0,0,30
20041,37,291518,13,15024,0,55
20042,57,170244,15,0,0,40
20043,22,369549,10,0,0,30
20044,24,23438,11,0,0,30
20045,19,202673,10,0,0,50
20046,55,171780,12,0,0,30
20047,37,264503,9,0,0,40
20048,37,244341,10,0,0,40
20049,28,209109,13,0,0,50
20050,27,187392,9,0,0,40
20051,40,119578,13,0,0,20
20052,51,195105,9,0,0,40
20053,52,101752,11,0,0,56
20054,74,95825,10,0,0,3
20055,49,362654,10,15024,0,50
20056,20,29810,10,0,0,40
20057,40,77332,10,0,0,50
20058,80,87518,10,0,1816,60
20059,63,113324,10,0,0,40
20060,63,96299,9,0,0,45
20061,51,237729,10,0,0,40
20062,23,200973,9,0,0,40
20063,66,212456,9,0,0,20
20064,33,131568,9,0,0,66
20065,49,185859,9,0,0,43
20066,20,231981,10,0,0,32
20067,33,117963,12,0,1887,60
20068,26,78172,10,0,0,40
20069,52,164135,9,0,0,50
20070,33,171216,13,0,0,50
20071,47,140664,13,0,0,45
20072,23,249277,9,0,0,75
20073,53,117847,12,0,0,40
20074,19,52372,10,0,0,20
20075,26,95806,10,3325,0,40
20076,53,137428,4,0,0,60
20077,65,169047,9,0,0,10
20078,68,339168,13,0,0,30
20079,30,504725,6,0,0,18
20080,28,132870,7,0,0,45
20081,54,135840,6,0,0,45
20082,30,35644,9,0,0,10
20083,22,198148,10,0,0,50
20084,25,220098,9,0,0,30
20085,19,262515,7,0,0,20
20086,19,423863,10,0,0,35
20087,32,111567,15,0,0,40
20088,23,194096,13,0,0,40
